day,year,high,low,rain,snow,date,day_num,month_num,dow,dow_name,month
October 2,2022,60,48,1.99,0.0,2022-10-02,2,10,6,Sunday,October
October 3,2022,53,48,0.33,0.0,2022-10-03,3,10,0,Monday,October
October 4,2022,54,48,0.65,0.0,2022-10-04,4,10,1,Tuesday,October
October 5,2022,64,54,0.01,0.0,2022-10-05,5,10,2,Wednesday,October
October 6,2022,77,52,0.0,0.0,2022-10-06,6,10,3,Thursday,October
October 7,2022,80,56,0.02,0.0,2022-10-07,7,10,4,Friday,October
October 8,2022,62,48,0.02,0.0,2022-10-08,8,10,5,Saturday,October
October 9,2022,65,44,0.0,0.0,2022-10-09,9,10,6,Sunday,October
October 10,2022,70,43,0.0,0.0,2022-10-10,10,10,0,Monday,October
October 11,2022,74,46,0.0,0.0,2022-10-11,11,10,1,Tuesday,October
October 12,2022,71,49,0.0,0.0,2022-10-12,12,10,2,Wednesday,October
October 13,2022,72,56,0.61,0.0,2022-10-13,13,10,3,Thursday,October
October 14,2022,71,50,0.0,0.0,2022-10-14,14,10,4,Friday,October
October 15,2022,73,48,0.0,0.0,2022-10-15,15,10,5,Saturday,October
October 16,2022,69,50,0.0,0.0,2022-10-16,16,10,6,Sunday,October
October 17,2022,70,51,0.42,0.0,2022-10-17,17,10,0,Monday,October
October 18,2022,57,45,0.0,0.0,2022-10-18,18,10,1,Tuesday,October
October 19,2022,56,41,0.0,0.0,2022-10-19,19,10,2,Wednesday,October
October 20,2022,61,42,0.0,0.0,2022-10-20,20,10,3,Thursday,October
October 21,2022,65,41,0.0,0.0,2022-10-21,21,10,4,Friday,October
October 22,2022,70,43,0.0,0.0,2022-10-22,22,10,5,Saturday,October
October 23,2022,64,51,0.09,0.0,2022-10-23,23,10,6,Sunday,October
October 24,2022,62,54,0.72,0.0,2022-10-24,24,10,0,Monday,October
October 25,2022,70,61,0.01,0.0,2022-10-25,25,10,1,Tuesday,October
October 26,2022,68,59,0.0,0.0,2022-10-26,26,10,2,Wednesday,October
October 27,2022,65,51,0.0,0.0,2022-10-27,27,10,3,Thursday,October
October 28,2022,59,44,0.0,0.0,2022-10-28,28,10,4,Friday,October
October 29,2022,62,42,0.0,0.0,2022-10-29,29,10,5,Saturday,October
October 30,2022,66,40,0.0,0.0,2022-10-30,30,10,6,Sunday,October
October 31,2022,65,46,0.09,0.0,2022-10-31,31,10,0,Monday,October
November 1,2022,74,58,0.13,0.0,2022-11-01,1,11,1,Tuesday,November
November 2,2022,71,51,0.0,0.0,2022-11-02,2,11,2,Wednesday,November
November 3,2022,72,45,0.0,0.0,2022-11-03,3,11,3,Thursday,November
November 4,2022,73,47,0.0,0.0,2022-11-04,4,11,4,Friday,November
November 5,2022,78,56,0.0,0.0,2022-11-05,5,11,5,Saturday,November
November 6,2022,77,67,0.0,0.0,2022-11-06,6,11,6,Sunday,November
November 7,2022,79,56,0.0,0.0,2022-11-07,7,11,0,Monday,November
November 8,2022,61,46,0.0,0.0,2022-11-08,8,11,1,Tuesday,November
November 9,2022,59,40,0.0,0.0,2022-11-09,9,11,2,Wednesday,November
November 10,2022,70,43,0.0,0.0,2022-11-10,10,11,3,Thursday,November
November 11,2022,72,57,0.44,0.0,2022-11-11,11,11,4,Friday,November
November 12,2022,71,60,0.07,0.0,2022-11-12,12,11,5,Saturday,November
November 13,2022,62,42,0.05,0.0,2022-11-13,13,11,6,Sunday,November
November 14,2022,48,35,0.0,0.0,2022-11-14,14,11,0,Monday,November
November 15,2022,46,33,1.1,0.0,2022-11-15,15,11,1,Tuesday,November
November 16,2022,53,40,0.21,0.0,2022-11-16,16,11,2,Wednesday,November
November 17,2022,45,36,0.0,0.0,2022-11-17,17,11,3,Thursday,November
November 18,2022,46,32,0.0,0.0,2022-11-18,18,11,4,Friday,November
November 19,2022,44,31,0.0,0.0,2022-11-19,19,11,5,Saturday,November
November 20,2022,38,27,0.0,0.0,2022-11-20,20,11,6,Sunday,November
November 21,2022,44,26,0.0,0.0,2022-11-21,21,11,0,Monday,November
November 22,2022,54,32,0.0,0.0,2022-11-22,22,11,1,Tuesday,November
November 23,2022,59,33,0.0,0.0,2022-11-23,23,11,2,Wednesday,November
November 24,2022,58,35,0.0,0.0,2022-11-24,24,11,3,Thursday,November
November 25,2022,59,39,0.05,0.0,2022-11-25,25,11,4,Friday,November
November 26,2022,58,37,0.0,0.0,2022-11-26,26,11,5,Saturday,November
November 27,2022,63,42,0.39,0.0,2022-11-27,27,11,6,Sunday,November
November 28,2022,56,41,0.0,0.0,2022-11-28,28,11,0,Monday,November
November 29,2022,49,35,0.0,0.0,2022-11-29,29,11,1,Tuesday,November
November 30,2022,57,38,0.45,0.0,2022-11-30,30,11,2,Wednesday,November
December 1,2022,44,32,0.0,0.0,2022-12-01,1,12,3,Thursday,December
December 2,2022,47,27,0.0,0.0,2022-12-02,2,12,4,Friday,December
December 3,2022,59,44,0.49,0.0,2022-12-03,3,12,5,Saturday,December
December 4,2022,45,31,0.0,0.0,2022-12-04,4,12,6,Sunday,December
December 5,2022,50,27,0.0,0.0,2022-12-05,5,12,0,Monday,December
December 6,2022,57,33,0.61,0.0,2022-12-06,6,12,1,Tuesday,December
December 7,2022,56,50,0.11,0.0,2022-12-07,7,12,2,Wednesday,December
December 8,2022,56,44,0.0,0.0,2022-12-08,8,12,3,Thursday,December
December 9,2022,47,34,0.0,0.0,2022-12-09,9,12,4,Friday,December
December 10,2022,45,30,0.0,0.0,2022-12-10,10,12,5,Saturday,December
December 11,2022,43,37,0.1,0.0,2022-12-11,11,12,6,Sunday,December
December 12,2022,44,32,0.0,0.0,2022-12-12,12,12,0,Monday,December
December 13,2022,42,26,0.0,0.0,2022-12-13,13,12,1,Tuesday,December
December 14,2022,42,26,0.0,0.0,2022-12-14,14,12,2,Wednesday,December
December 15,2022,47,33,1.9,0.0,2022-12-15,15,12,3,Thursday,December
December 16,2022,49,41,0.15,0.0,2022-12-16,16,12,4,Friday,December
December 17,2022,45,35,0.0,0.0,2022-12-17,17,12,5,Saturday,December
December 18,2022,40,32,0.0,0.0,2022-12-18,18,12,6,Sunday,December
December 19,2022,38,29,0.0,0.0,2022-12-19,19,12,0,Monday,December
December 20,2022,41,27,0.0,0.0,2022-12-20,20,12,1,Tuesday,December
December 21,2022,42,26,0.0,0.0,2022-12-21,21,12,2,Wednesday,December
December 22,2022,53,29,0.71,0.0,2022-12-22,22,12,3,Thursday,December
December 23,2022,59,9,0.48,0.0,2022-12-23,23,12,4,Friday,December
December 24,2022,18,7,0.0,0.0,2022-12-24,24,12,5,Saturday,December
December 25,2022,29,18,0.0,0.0,2022-12-25,25,12,6,Sunday,December
December 26,2022,30,17,0.0,0.0,2022-12-26,26,12,0,Monday,December
December 27,2022,38,27,0.0,0.0,2022-12-27,27,12,1,Tuesday,December
December 28,2022,49,24,0.0,0.0,2022-12-28,28,12,2,Wednesday,December
December 29,2022,52,27,0.0,0.0,2022-12-29,29,12,3,Thursday,December
December 30,2022,58,30,0.0,0.0,2022-12-30,30,12,4,Friday,December
December 31,2022,54,39,0.3,0.0,2022-12-31,31,12,5,Saturday,December
January 1,2023,57,39,0.0,0.0,2023-01-01,1,1,6,Sunday,January
January 2,2023,56,38,0.0,0.0,2023-01-02,2,1,0,Monday,January
January 3,2023,62,47,0.07,0.0,2023-01-03,3,1,1,Tuesday,January
January 4,2023,65,52,0.0,0.0,2023-01-04,4,1,2,Wednesday,January
January 5,2023,64,46,0.18,0.0,2023-01-05,5,1,3,Thursday,January
January 6,2023,50,41,0.06,0.0,2023-01-06,6,1,4,Friday,January
January 7,2023,46,39,0.0,0.0,2023-01-07,7,1,5,Saturday,January
January 8,2023,43,31,0.0,0.0,2023-01-08,8,1,6,Sunday,January
January 9,2023,45,36,0.07,0.0,2023-01-09,9,1,0,Monday,January
January 10,2023,45,32,0.0,0.0,2023-01-10,10,1,1,Tuesday,January
January 11,2023,46,30,0.0,0.0,2023-01-11,11,1,2,Wednesday,January
January 12,2023,59,37,0.09,0.0,2023-01-12,12,1,3,Thursday,January
January 13,2023,58,37,0.02,0.0,2023-01-13,13,1,4,Friday,January
January 14,2023,37,30,0.0,0.0,2023-01-14,14,1,5,Saturday,January
January 15,2023,44,28,0.0,0.0,2023-01-15,15,1,6,Sunday,January
January 16,2023,50,28,0.0,0.0,2023-01-16,16,1,0,Monday,January
January 17,2023,46,33,0.0,0.0,2023-01-17,17,1,1,Tuesday,January
January 18,2023,55,41,0.0,0.0,2023-01-18,18,1,2,Wednesday,January
January 19,2023,46,37,1.1,0.0,2023-01-19,19,1,3,Thursday,January
January 20,2023,49,38,0.0,0.0,2023-01-20,20,1,4,Friday,January
January 21,2023,44,38,0.0,0.0,2023-01-21,21,1,5,Saturday,January
January 22,2023,43,32,0.59,0.0,2023-01-22,22,1,6,Sunday,January
January 23,2023,42,37,0.2,0.0,2023-01-23,23,1,0,Monday,January
January 24,2023,49,34,0.0,0.0,2023-01-24,24,1,1,Tuesday,January
January 25,2023,58,29,0.71,0.0,2023-01-25,25,1,2,Wednesday,January
January 26,2023,58,39,0.25,0.0,2023-01-26,26,1,3,Thursday,January
January 27,2023,43,33,0.0,0.0,2023-01-27,27,1,4,Friday,January
January 28,2023,53,32,0.0,0.0,2023-01-28,28,1,5,Saturday,January
January 29,2023,52,33,0.0,0.0,2023-01-29,29,1,6,Sunday,January
January 30,2023,54,37,0.0,0.0,2023-01-30,30,1,0,Monday,January
January 31,2023,45,35,0.02,0.0,2023-01-31,31,1,1,Tuesday,January
February 1,2023,39,29,0.01,0.3,2023-02-01,1,2,2,Wednesday,February
February 2,2023,41,28,0.0,0.0,2023-02-02,2,2,3,Thursday,February
February 3,2023,37,17,0.0,0.0,2023-02-03,3,2,4,Friday,February
February 4,2023,28,15,0.0,0.0,2023-02-04,4,2,5,Saturday,February
February 5,2023,52,25,0.0,0.0,2023-02-05,5,2,6,Sunday,February
February 6,2023,53,32,0.0,0.0,2023-02-06,6,2,0,Monday,February
February 7,2023,46,27,0.0,0.0,2023-02-07,7,2,1,Tuesday,February
February 8,2023,58,35,0.01,0.0,2023-02-08,8,2,2,Wednesday,February
February 9,2023,61,32,0.0,0.0,2023-02-09,9,2,3,Thursday,February
February 10,2023,63,43,0.0,0.0,2023-02-10,10,2,4,Friday,February
February 11,2023,49,37,0.0,0.0,2023-02-11,11,2,5,Saturday,February
February 12,2023,46,35,0.11,0.0,2023-02-12,12,2,6,Sunday,February
February 13,2023,59,40,0.0,0.0,2023-02-13,13,2,0,Monday,February
February 14,2023,56,40,0.0,0.0,2023-02-14,14,2,1,Tuesday,February
February 15,2023,68,41,0.0,0.0,2023-02-15,15,2,2,Wednesday,February
February 16,2023,62,48,0.17,0.0,2023-02-16,16,2,3,Thursday,February
February 17,2023,62,36,0.63,0.0,2023-02-17,17,2,4,Friday,February
February 18,2023,43,29,0.0,0.0,2023-02-18,18,2,5,Saturday,February
February 19,2023,54,32,0.0,0.0,2023-02-19,19,2,6,Sunday,February
February 20,2023,63,42,0.0,0.0,2023-02-20,20,2,0,Monday,February
February 21,2023,58,41,0.04,0.0,2023-02-21,21,2,1,Tuesday,February
February 22,2023,47,36,0.04,0.0,2023-02-22,22,2,2,Wednesday,February
February 23,2023,64,42,0.0,0.0,2023-02-23,23,2,3,Thursday,February
February 24,2023,54,33,0.0,0.0,2023-02-24,24,2,4,Friday,February
February 25,2023,36,27,0.0,0.0,2023-02-25,25,2,5,Saturday,February
February 26,2023,53,30,0.0,0.0,2023-02-26,26,2,6,Sunday,February
February 27,2023,51,35,0.24,0.0,2023-02-27,27,2,0,Monday,February
February 28,2023,45,36,0.07,0.0,2023-02-28,28,2,1,Tuesday,February
March 1,2023,53,31,0.0,0.0,2023-03-01,1,3,2,Wednesday,March
March 2,2023,59,44,0.0,0.0,2023-03-02,2,3,3,Thursday,March
March 3,2023,48,36,0.51,0.0,2023-03-03,3,3,4,Friday,March
March 4,2023,54,40,0.19,0.0,2023-03-04,4,3,5,Saturday,March
March 5,2023,59,34,0.0,0.0,2023-03-05,5,3,6,Sunday,March
March 6,2023,56,39,0.0,0.0,2023-03-06,6,3,0,Monday,March
March 7,2023,49,36,0.01,0.0,2023-03-07,7,3,1,Tuesday,March
March 8,2023,50,34,0.0,0.0,2023-03-08,8,3,2,Wednesday,March
March 9,2023,52,32,0.0,0.0,2023-03-09,9,3,3,Thursday,March
March 10,2023,48,35,0.24,0.0,2023-03-10,10,3,4,Friday,March
March 11,2023,45,35,0.02,0.0,2023-03-11,11,3,5,Saturday,March
March 12,2023,47,30,0.0,0.0,2023-03-12,12,3,6,Sunday,March
March 13,2023,45,38,0.08,0.0,2023-03-13,13,3,0,Monday,March
March 14,2023,41,34,0.0,0.0,2023-03-14,14,3,1,Tuesday,March
March 15,2023,50,34,0.0,0.0,2023-03-15,15,3,2,Wednesday,March
March 16,2023,60,32,0.0,0.0,2023-03-16,16,3,3,Thursday,March
March 17,2023,61,40,0.01,0.0,2023-03-17,17,3,4,Friday,March
March 18,2023,54,40,0.01,0.0,2023-03-18,18,3,5,Saturday,March
March 19,2023,40,28,0.0,0.0,2023-03-19,19,3,6,Sunday,March
March 20,2023,50,28,0.0,0.0,2023-03-20,20,3,0,Monday,March
March 21,2023,61,32,0.0,0.0,2023-03-21,21,3,1,Tuesday,March
March 22,2023,64,38,0.0,0.0,2023-03-22,22,3,2,Wednesday,March
March 23,2023,62,48,0.42,0.0,2023-03-23,23,3,3,Thursday,March
March 24,2023,59,44,0.12,0.0,2023-03-24,24,3,4,Friday,March
March 25,2023,49,44,0.23,0.0,2023-03-25,25,3,5,Saturday,March
March 26,2023,63,44,0.0,0.0,2023-03-26,26,3,6,Sunday,March
March 27,2023,66,39,0.15,0.0,2023-03-27,27,3,0,Monday,March
March 28,2023,53,39,0.0,0.0,2023-03-28,28,3,1,Tuesday,March
March 29,2023,57,37,0.0,0.0,2023-03-29,29,3,2,Wednesday,March
March 30,2023,48,33,0.0,0.0,2023-03-30,30,3,3,Thursday,March
March 31,2023,63,35,0.0,0.0,2023-03-31,31,3,4,Friday,March
April 1,2023,71,50,0.5,0.0,2023-04-01,1,4,5,Saturday,April
April 2,2023,52,39,0.0,0.0,2023-04-02,2,4,6,Sunday,April
April 3,2023,63,35,0.0,0.0,2023-04-03,3,4,0,Monday,April
April 4,2023,77,50,0.0,0.0,2023-04-04,4,4,1,Tuesday,April
April 5,2023,72,55,0.0,0.0,2023-04-05,5,4,2,Wednesday,April
April 6,2023,83,55,0.27,0.0,2023-04-06,6,4,3,Thursday,April
April 7,2023,59,47,0.0,0.0,2023-04-07,7,4,4,Friday,April
April 8,2023,51,39,0.0,0.0,2023-04-08,8,4,5,Saturday,April
April 9,2023,59,36,0.0,0.0,2023-04-09,9,4,6,Sunday,April
April 10,2023,65,37,0.0,0.0,2023-04-10,10,4,0,Monday,April
April 11,2023,74,45,0.0,0.0,2023-04-11,11,4,1,Tuesday,April
April 12,2023,83,55,0.0,0.0,2023-04-12,12,4,2,Wednesday,April
April 13,2023,86,56,0.0,0.0,2023-04-13,13,4,3,Thursday,April
April 14,2023,84,57,0.0,0.0,2023-04-14,14,4,4,Friday,April
April 15,2023,74,60,0.0,0.0,2023-04-15,15,4,5,Saturday,April
April 16,2023,76,57,0.0,0.0,2023-04-16,16,4,6,Sunday,April
April 17,2023,68,54,0.09,0.0,2023-04-17,17,4,0,Monday,April
April 18,2023,63,45,0.0,0.0,2023-04-18,18,4,1,Tuesday,April
April 19,2023,67,41,0.0,0.0,2023-04-19,19,4,2,Wednesday,April
April 20,2023,78,48,0.0,0.0,2023-04-20,20,4,3,Thursday,April
April 21,2023,84,49,0.0,0.0,2023-04-21,21,4,4,Friday,April
April 22,2023,78,51,0.59,0.0,2023-04-22,22,4,5,Saturday,April
April 23,2023,68,50,0.14,0.0,2023-04-23,23,4,6,Sunday,April
April 24,2023,60,43,0.0,0.0,2023-04-24,24,4,0,Monday,April
April 25,2023,58,42,0.0,0.0,2023-04-25,25,4,1,Tuesday,April
April 26,2023,64,43,0.06,0.0,2023-04-26,26,4,2,Wednesday,April
April 27,2023,61,49,0.05,0.0,2023-04-27,27,4,3,Thursday,April
April 28,2023,56,49,1.33,0.0,2023-04-28,28,4,4,Friday,April
April 29,2023,61,49,0.63,0.0,2023-04-29,29,4,5,Saturday,April
April 30,2023,63,52,1.51,0.0,2023-04-30,30,4,6,Sunday,April
May 1,2023,63,50,0.04,0.0,2023-05-01,1,5,0,Monday,May
May 2,2023,56,47,0.0,0.0,2023-05-02,2,5,1,Tuesday,May
May 3,2023,53,46,0.02,0.0,2023-05-03,3,5,2,Wednesday,May
May 4,2023,60,45,0.0,0.0,2023-05-04,4,5,3,Thursday,May
May 5,2023,64,44,0.0,0.0,2023-05-05,5,5,4,Friday,May
May 6,2023,72,45,0.0,0.0,2023-05-06,6,5,5,Saturday,May
May 7,2023,76,50,0.0,0.0,2023-05-07,7,5,6,Sunday,May
May 8,2023,77,56,0.0,0.0,2023-05-08,8,5,0,Monday,May
May 9,2023,70,51,0.0,0.0,2023-05-09,9,5,1,Tuesday,May
May 10,2023,73,45,0.0,0.0,2023-05-10,10,5,2,Wednesday,May
May 11,2023,80,52,0.0,0.0,2023-05-11,11,5,3,Thursday,May
May 12,2023,87,57,0.0,0.0,2023-05-12,12,5,4,Friday,May
May 13,2023,74,60,0.02,0.0,2023-05-13,13,5,5,Saturday,May
May 14,2023,76,57,0.0,0.0,2023-05-14,14,5,6,Sunday,May
May 15,2023,75,51,0.0,0.0,2023-05-15,15,5,0,Monday,May
May 16,2023,80,56,0.0,0.0,2023-05-16,16,5,1,Tuesday,May
May 17,2023,68,50,0.0,0.0,2023-05-17,17,5,2,Wednesday,May
May 18,2023,69,44,0.0,0.0,2023-05-18,18,5,3,Thursday,May
May 19,2023,73,49,0.0,0.0,2023-05-19,19,5,4,Friday,May
May 20,2023,71,55,0.16,0.0,2023-05-20,20,5,5,Saturday,May
May 21,2023,77,56,0.0,0.0,2023-05-21,21,5,6,Sunday,May
May 22,2023,79,56,0.0,0.0,2023-05-22,22,5,0,Monday,May
May 23,2023,75,53,0.0,0.0,2023-05-23,23,5,1,Tuesday,May
May 24,2023,81,50,0.0,0.0,2023-05-24,24,5,2,Wednesday,May
May 25,2023,71,53,0.0,0.0,2023-05-25,25,5,3,Thursday,May
May 26,2023,75,51,0.0,0.0,2023-05-26,26,5,4,Friday,May
May 27,2023,80,52,0.0,0.0,2023-05-27,27,5,5,Saturday,May
May 28,2023,79,53,0.0,0.0,2023-05-28,28,5,6,Sunday,May
May 29,2023,82,58,0.0,0.0,2023-05-29,29,5,0,Monday,May
May 30,2023,76,52,0.0,0.0,2023-05-30,30,5,1,Tuesday,May
May 31,2023,80,50,0.0,0.0,2023-05-31,31,5,2,Wednesday,May
June 1,2023,88,58,0.0,0.0,2023-06-01,1,6,3,Thursday,June
June 2,2023,95,62,0.0,0.0,2023-06-02,2,6,4,Friday,June
June 3,2023,76,58,0.0,0.0,2023-06-03,3,6,5,Saturday,June
June 4,2023,77,52,0.0,0.0,2023-06-04,4,6,6,Sunday,June
June 5,2023,78,53,0.0,0.0,2023-06-05,5,6,0,Monday,June
June 6,2023,82,56,0.02,0.0,2023-06-06,6,6,1,Tuesday,June
June 7,2023,76,57,0.0,0.0,2023-06-07,7,6,2,Wednesday,June
June 8,2023,76,54,0.0,0.0,2023-06-08,8,6,3,Thursday,June
June 9,2023,74,59,0.0,0.0,2023-06-09,9,6,4,Friday,June
June 10,2023,82,54,0.0,0.0,2023-06-10,10,6,5,Saturday,June
June 11,2023,89,63,0.0,0.0,2023-06-11,11,6,6,Sunday,June
June 12,2023,84,64,0.58,0.0,2023-06-12,12,6,0,Monday,June
June 13,2023,79,59,0.0,0.0,2023-06-13,13,6,1,Tuesday,June
June 14,2023,77,63,0.17,0.0,2023-06-14,14,6,2,Wednesday,June
June 15,2023,79,59,0.0,0.0,2023-06-15,15,6,3,Thursday,June
June 16,2023,73,61,1.04,0.0,2023-06-16,16,6,4,Friday,June
June 17,2023,80,62,0.0,0.0,2023-06-17,17,6,5,Saturday,June
June 18,2023,83,61,0.0,0.0,2023-06-18,18,6,6,Sunday,June
June 19,2023,87,62,0.0,0.0,2023-06-19,19,6,0,Monday,June
June 20,2023,79,65,0.0,0.0,2023-06-20,20,6,1,Tuesday,June
June 21,2023,66,59,0.18,0.0,2023-06-21,21,6,2,Wednesday,June
June 22,2023,68,59,0.0,0.0,2023-06-22,22,6,3,Thursday,June
June 23,2023,73,63,0.56,0.0,2023-06-23,23,6,4,Friday,June
June 24,2023,82,69,0.02,0.0,2023-06-24,24,6,5,Saturday,June
June 25,2023,87,68,0.09,0.0,2023-06-25,25,6,6,Sunday,June
June 26,2023,87,67,0.51,0.0,2023-06-26,26,6,0,Monday,June
June 27,2023,84,66,1.07,0.0,2023-06-27,27,6,1,Tuesday,June
June 28,2023,80,65,0.0,0.0,2023-06-28,28,6,2,Wednesday,June
June 29,2023,85,65,0.0,0.0,2023-06-29,29,6,3,Thursday,June
June 30,2023,84,64,0.0,0.0,2023-06-30,30,6,4,Friday,June
July 1,2023,84,67,0.0,0.0,2023-07-01,1,7,5,Saturday,July
July 2,2023,88,73,0.15,0.0,2023-07-02,2,7,6,Sunday,July
July 3,2023,90,72,0.16,0.0,2023-07-03,3,7,0,Monday,July
July 4,2023,88,72,0.32,0.0,2023-07-04,4,7,1,Tuesday,July
July 5,2023,93,73,0.11,0.0,2023-07-05,5,7,2,Wednesday,July
July 6,2023,91,73,0.0,0.0,2023-07-06,6,7,3,Thursday,July
July 7,2023,91,75,0.0,0.0,2023-07-07,7,7,4,Friday,July
July 8,2023,90,74,0.18,0.0,2023-07-08,8,7,5,Saturday,July
July 9,2023,85,69,0.93,0.0,2023-07-09,9,7,6,Sunday,July
July 10,2023,86,69,0.0,0.0,2023-07-10,10,7,0,Monday,July
July 11,2023,89,70,0.0,0.0,2023-07-11,11,7,1,Tuesday,July
July 12,2023,91,71,0.0,0.0,2023-07-12,12,7,2,Wednesday,July
July 13,2023,95,74,0.0,0.0,2023-07-13,13,7,3,Thursday,July
July 14,2023,89,79,0.11,0.0,2023-07-14,14,7,4,Friday,July
July 15,2023,92,76,0.0,0.0,2023-07-15,15,7,5,Saturday,July
July 16,2023,80,75,1.74,0.0,2023-07-16,16,7,6,Sunday,July
July 17,2023,90,74,0.0,0.0,2023-07-17,17,7,0,Monday,July
July 18,2023,91,74,0.0,0.0,2023-07-18,18,7,1,Tuesday,July
July 19,2023,84,72,0.15,0.0,2023-07-19,19,7,2,Wednesday,July
July 20,2023,88,72,0.0,0.0,2023-07-20,20,7,3,Thursday,July
July 21,2023,86,68,0.6,0.0,2023-07-21,21,7,4,Friday,July
July 22,2023,85,70,0.0,0.0,2023-07-22,22,7,5,Saturday,July
July 23,2023,88,68,0.0,0.0,2023-07-23,23,7,6,Sunday,July
July 24,2023,86,69,0.0,0.0,2023-07-24,24,7,0,Monday,July
July 25,2023,86,70,0.31,0.0,2023-07-25,25,7,1,Tuesday,July
July 26,2023,88,68,0.0,0.0,2023-07-26,26,7,2,Wednesday,July
July 27,2023,94,74,0.0,0.0,2023-07-27,27,7,3,Thursday,July
July 28,2023,94,75,0.25,0.0,2023-07-28,28,7,4,Friday,July
July 29,2023,92,74,0.23,0.0,2023-07-29,29,7,5,Saturday,July
July 30,2023,81,67,0.0,0.0,2023-07-30,30,7,6,Sunday,July
July 31,2023,85,66,0.0,0.0,2023-07-31,31,7,0,Monday,July
August 1,2023,81,67,0.0,0.0,2023-08-01,1,8,1,Tuesday,August
August 2,2023,83,63,0.0,0.0,2023-08-02,2,8,2,Wednesday,August
August 3,2023,81,65,0.0,0.0,2023-08-03,3,8,3,Thursday,August
August 4,2023,77,69,0.0,0.0,2023-08-04,4,8,4,Friday,August
August 5,2023,86,70,0.0,0.0,2023-08-05,5,8,5,Saturday,August
August 6,2023,89,70,0.2,0.0,2023-08-06,6,8,6,Sunday,August
August 7,2023,88,69,1.11,0.0,2023-08-07,7,8,0,Monday,August
August 8,2023,84,72,0.01,0.0,2023-08-08,8,8,1,Tuesday,August
August 9,2023,87,68,0.0,0.0,2023-08-09,9,8,2,Wednesday,August
August 10,2023,78,70,1.09,0.0,2023-08-10,10,8,3,Thursday,August
August 11,2023,86,69,0.0,0.0,2023-08-11,11,8,4,Friday,August
August 12,2023,86,70,0.29,0.0,2023-08-12,12,8,5,Saturday,August
August 13,2023,89,72,0.0,0.0,2023-08-13,13,8,6,Sunday,August
August 14,2023,89,71,0.01,0.0,2023-08-14,14,8,0,Monday,August
August 15,2023,91,75,0.0,0.0,2023-08-15,15,8,1,Tuesday,August
August 16,2023,87,71,0.17,0.0,2023-08-16,16,8,2,Wednesday,August
August 17,2023,87,71,0.0,0.0,2023-08-17,17,8,3,Thursday,August
August 18,2023,84,69,0.05,0.0,2023-08-18,18,8,4,Friday,August
August 19,2023,81,63,0.0,0.0,2023-08-19,19,8,5,Saturday,August
August 20,2023,86,65,0.0,0.0,2023-08-20,20,8,6,Sunday,August
August 21,2023,90,72,0.0,0.0,2023-08-21,21,8,0,Monday,August
August 22,2023,82,67,0.0,0.0,2023-08-22,22,8,1,Tuesday,August
August 23,2023,81,63,0.0,0.0,2023-08-23,23,8,2,Wednesday,August
August 24,2023,76,69,0.06,0.0,2023-08-24,24,8,3,Thursday,August
August 25,2023,87,72,0.02,0.0,2023-08-25,25,8,4,Friday,August
August 26,2023,90,72,0.0,0.0,2023-08-26,26,8,5,Saturday,August
August 27,2023,88,69,0.0,0.0,2023-08-27,27,8,6,Sunday,August
August 28,2023,84,69,0.0,0.0,2023-08-28,28,8,0,Monday,August
August 29,2023,80,70,0.0,0.0,2023-08-29,29,8,1,Tuesday,August
August 30,2023,85,70,0.24,0.0,2023-08-30,30,8,2,Wednesday,August
August 31,2023,81,65,0.0,0.0,2023-08-31,31,8,3,Thursday,August
September 1,2023,79,62,0.0,0.0,2023-09-01,1,9,4,Friday,September
September 2,2023,82,58,0.0,0.0,2023-09-02,2,9,5,Saturday,September
September 3,2023,92,67,0.0,0.0,2023-09-03,3,9,6,Sunday,September
September 4,2023,96,73,0.0,0.0,2023-09-04,4,9,0,Monday,September
September 5,2023,94,78,0.0,0.0,2023-09-05,5,9,1,Tuesday,September
September 6,2023,95,77,0.0,0.0,2023-09-06,6,9,2,Wednesday,September
September 7,2023,97,73,0.0,0.0,2023-09-07,7,9,3,Thursday,September
September 8,2023,94,72,0.3,0.0,2023-09-08,8,9,4,Friday,September
September 9,2023,91,70,0.36,0.0,2023-09-09,9,9,5,Saturday,September
September 10,2023,84,70,1.96,0.0,2023-09-10,10,9,6,Sunday,September
September 11,2023,84,69,0.04,0.0,2023-09-11,11,9,0,Monday,September
September 12,2023,85,68,0.0,0.0,2023-09-12,12,9,1,Tuesday,September
September 13,2023,83,70,0.16,0.0,2023-09-13,13,9,2,Wednesday,September
September 14,2023,80,63,0.0,0.0,2023-09-14,14,9,3,Thursday,September
September 15,2023,77,56,0.0,0.0,2023-09-15,15,9,4,Friday,September
September 16,2023,78,59,0.0,0.0,2023-09-16,16,9,5,Saturday,September
September 17,2023,81,57,0.65,0.0,2023-09-17,17,9,6,Sunday,September
September 18,2023,73,63,0.46,0.0,2023-09-18,18,9,0,Monday,September
September 19,2023,74,59,0.0,0.0,2023-09-19,19,9,1,Tuesday,September
September 20,2023,76,57,0.0,0.0,2023-09-20,20,9,2,Wednesday,September
September 21,2023,77,57,0.0,0.0,2023-09-21,21,9,3,Thursday,September
September 22,2023,74,58,0.0,0.0,2023-09-22,22,9,4,Friday,September
September 23,2023,63,58,1.15,0.0,2023-09-23,23,9,5,Saturday,September
September 24,2023,70,63,0.53,0.0,2023-09-24,24,9,6,Sunday,September
