"COU","Country","IND","Indicator","YEAR","Year","Value","Flag Codes","Flags"
"CRI","Costa Rica","CWB29","Adolescents (15-year-olds) who want top grades at school (%)","2015","2015",97.7,,
"CRI","Costa Rica","CWB31","Adolescents (15-year-olds) who expect to complete a university degree (%)","2015","2015",54.4,,
"CRI","Costa Rica","CWB32","Adolescents (15-year-olds) who feel like they belong in school (%)","2015","2015",74.7,,
"CRI","Costa Rica","CWB35A","Reading performance at age 15 (PISA)","2015","2015",427.5,,
"CRI","Costa Rica","CWB35B","Mathematics performance at age 15 (PISA)","2015","2015",400.3,,
"CRI","Costa Rica","CWB40","Adolescents (15-year-olds) who are high or extreme internet users (%)","2015","2015",63.7,,
"CRI","Costa Rica","CWB40","Adolescents (15-year-olds) who are high or extreme internet users (%)","2018","2018",71.5,,
"CRI","Costa Rica","CWB42","Adolescents (15-year-olds) who do unpaid work in the home, before or after school (%) ","2015","2015",64.6,,
"CRI","Costa Rica","CWB44A","Adolescents (15-year-olds) reporting high life satisfaction (%)","2015","2015",58.4,,
"CRI","Costa Rica","CWB44B","Adolescents (15-year-olds) reporting low life satisfaction (%)","2015","2015",7.1,,
"CRI","Costa Rica","CWB50A","Length of paid maternity and parental leave available to mothers in weeks","2016","2016",17.3,,
"CRI","Costa Rica","CWB50A","Length of paid maternity and parental leave available to mothers in weeks","2017","2017",17.3,,
"CRI","Costa Rica","CWB50B","Length of paid paternity and parental leave reserved for fathers in weeks","2016","2016",0,,
"CRI","Costa Rica","CWB50B","Length of paid paternity and parental leave reserved for fathers in weeks","2017","2017",0,,
"HRV","Croatia","CWB1A","Children (0-17) living with two parents (%)","2014","2014",89.9,,
"HRV","Croatia","CWB1A","Children (0-17) living with two parents (%)","2015","2015",89.5,,
"HRV","Croatia","CWB1A","Children (0-17) living with two parents (%)","2016","2016",91.6,,
"HRV","Croatia","CWB1A","Children (0-17) living with two parents (%)","2017","2017",91,,
"HRV","Croatia","CWB1A","Children (0-17) living with two parents (%)","2018","2018",90.1,,
"HRV","Croatia","CWB1B","Children (0-17) living with a single parent (%)","2014","2014",9.9,,
"HRV","Croatia","CWB1B","Children (0-17) living with a single parent (%)","2015","2015",9.8,,
"HRV","Croatia","CWB1B","Children (0-17) living with a single parent (%)","2016","2016",8.1,,
"HRV","Croatia","CWB1B","Children (0-17) living with a single parent (%)","2017","2017",8.7,,
"HRV","Croatia","CWB1B","Children (0-17) living with a single parent (%)","2018","2018",9.5,,
"HRV","Croatia","CWB1C","Children (0-17) living in 'other' types of household (%)","2014","2014",0.2,,
"HRV","Croatia","CWB1C","Children (0-17) living in 'other' types of household (%)","2015","2015",0.7,,
"HRV","Croatia","CWB1C","Children (0-17) living in 'other' types of household (%)","2016","2016",0.4,,
"HRV","Croatia","CWB1C","Children (0-17) living in 'other' types of household (%)","2017","2017",0.3,,
"HRV","Croatia","CWB1C","Children (0-17) living in 'other' types of household (%)","2018","2018",0.4,,
"HRV","Croatia","CWB2A","Children (0-14) in households where all adults are in employment (working) (%)","2014","2014",46.4,,
"HRV","Croatia","CWB2A","Children (0-14) in households where all adults are in employment (working) (%)","2015","2015",47.6,,
"HRV","Croatia","CWB2A","Children (0-14) in households where all adults are in employment (working) (%)","2016","2016",48.6,,
"HRV","Croatia","CWB2A","Children (0-14) in households where all adults are in employment (working) (%)","2017","2017",52.6,,
"HRV","Croatia","CWB2A","Children (0-14) in households where all adults are in employment (working) (%)","2018","2018",54.2,,
"HRV","Croatia","CWB2B","Children (0-14) in households where at least one adult is in employment and one adult is not in employment (working) (%)","2014","2014",43.9,,
"HRV","Croatia","CWB2B","Children (0-14) in households where at least one adult is in employment and one adult is not in employment (working) (%)","2015","2015",44.5,,
"HRV","Croatia","CWB2B","Children (0-14) in households where at least one adult is in employment and one adult is not in employment (working) (%)","2016","2016",44.4,,
"HRV","Croatia","CWB2B","Children (0-14) in households where at least one adult is in employment and one adult is not in employment (working) (%)","2017","2017",39.4,,
"HRV","Croatia","CWB2B","Children (0-14) in households where at least one adult is in employment and one adult is not in employment (working) (%)","2018","2018",38.1,,
"HRV","Croatia","CWB2C","Children (0-14) in households with all adults not in employment (jobless) (%)","2014","2014",9.8,,
"HRV","Croatia","CWB2C","Children (0-14) in households with all adults not in employment (jobless) (%)","2015","2015",8,,
"HRV","Croatia","CWB2C","Children (0-14) in households with all adults not in employment (jobless) (%)","2016","2016",7,,
"HRV","Croatia","CWB2C","Children (0-14) in households with all adults not in employment (jobless) (%)","2017","2017",7.9,,
"HRV","Croatia","CWB2C","Children (0-14) in households with all adults not in employment (jobless) (%)","2018","2018",7.7,,
"HRV","Croatia","CWB8A","Adolescents (15-year-olds) who report talking to their parents before or after school (%)","2015","2015",96.6,,
"HRV","Croatia","CWB8B","Adolescents (15-year-olds) whose parents report spending time ""just talking to my child"" every day or almost every day (%)","2015","2015",65.2,,
"HRV","Croatia","CWB9","Children (0-17) in overcrowded households (%)","2014","2014",53.8,,
"HRV","Croatia","CWB9","Children (0-17) in overcrowded households (%)","2015","2015",54.5,,
"HRV","Croatia","CWB9","Children (0-17) in overcrowded households (%)","2016","2016",53.5,,
"HRV","Croatia","CWB9","Children (0-17) in overcrowded households (%)","2017","2017",52.5,,
"HRV","Croatia","CWB16","Adolescents (15-year-olds) skipping either breakfast or dinner (%)","2015","2015",28.5,,
"HRV","Croatia","CWB17A","Adolescents (15-year-olds) who report doing no physical activity outside of school (%)","2015","2015",6.9,,
"HRV","Croatia","CWB17B","Adolescents (15-year-olds) who report regularly engaging in vigorous physical activity outside of school (%)","2015","2015",47.9,,
"HRV","Croatia","CWB22","Children (3-5 year-olds) enrolled in pre-primary education or primary school (%)","2014","2014",58.2,,
"HRV","Croatia","CWB22","Children (3-5 year-olds) enrolled in pre-primary education or primary school (%)","2015","2015",59.8,,
"HRV","Croatia","CWB22","Children (3-5 year-olds) enrolled in pre-primary education or primary school (%)","2016","2016",61.3,,
"HRV","Croatia","CWB22","Children (3-5 year-olds) enrolled in pre-primary education or primary school (%)","2017","2017",68.2,,
"HRV","Croatia","CWB27","Adolescents (15-year-olds) with parents interested in and supportive of their education (%)","2015","2015",93.1,,
"HRV","Croatia","CWB29","Adolescents (15-year-olds) who want top grades at school (%)","2015","2015",68.4,,
"HRV","Croatia","CWB31","Adolescents (15-year-olds) who expect to complete a university degree (%)","2015","2015",36.1,,
"HRV","Croatia","CWB32","Adolescents (15-year-olds) who feel like they belong in school (%)","2015","2015",81.2,,
"HRV","Croatia","CWB35A","Reading performance at age 15 (PISA)","2015","2015",486.9,,
"HRV","Croatia","CWB35B","Mathematics performance at age 15 (PISA)","2015","2015",464,,
"HRV","Croatia","CWB40","Adolescents (15-year-olds) who are high or extreme internet users (%)","2015","2015",56.3,,
"HRV","Croatia","CWB40","Adolescents (15-year-olds) who are high or extreme internet users (%)","2018","2018",69.5,,
"HRV","Croatia","CWB42","Adolescents (15-year-olds) who do unpaid work in the home, before or after school (%) ","2015","2015",77.2,,
"HRV","Croatia","CWB44A","Adolescents (15-year-olds) reporting high life satisfaction (%)","2015","2015",47.8,,
"HRV","Croatia","CWB44B","Adolescents (15-year-olds) reporting low life satisfaction (%)","2015","2015",7.3,,
"CYP","Cyprus","CWB1A","Children (0-17) living with two parents (%)","2014","2014",87.9,,
"CYP","Cyprus","CWB1A","Children (0-17) living with two parents (%)","2015","2015",85,,
"CYP","Cyprus","CWB1A","Children (0-17) living with two parents (%)","2016","2016",86.9,,
"CYP","Cyprus","CWB1A","Children (0-17) living with two parents (%)","2017","2017",87.7,,
"CYP","Cyprus","CWB1A","Children (0-17) living with two parents (%)","2018","2018",86.3,,
"CYP","Cyprus","CWB1B","Children (0-17) living with a single parent (%)","2014","2014",11.6,,
"CYP","Cyprus","CWB1B","Children (0-17) living with a single parent (%)","2015","2015",14,,
"CYP","Cyprus","CWB1B","Children (0-17) living with a single parent (%)","2016","2016",12.5,,
"CYP","Cyprus","CWB1B","Children (0-17) living with a single parent (%)","2017","2017",11.7,,
"CYP","Cyprus","CWB1B","Children (0-17) living with a single parent (%)","2018","2018",13.6,,
"CYP","Cyprus","CWB1C","Children (0-17) living in 'other' types of household (%)","2014","2014",0.4,,
"CYP","Cyprus","CWB1C","Children (0-17) living in 'other' types of household (%)","2015","2015",0.9,,
"CYP","Cyprus","CWB1C","Children (0-17) living in 'other' types of household (%)","2016","2016",0.6,,
"CYP","Cyprus","CWB1C","Children (0-17) living in 'other' types of household (%)","2017","2017",0.6,,
"CYP","Cyprus","CWB1C","Children (0-17) living in 'other' types of household (%)","2018","2018",0.1,,
"CYP","Cyprus","CWB2A","Children (0-14) in households where all adults are in employment (working) (%)","2014","2014",58.8,,
"CYP","Cyprus","CWB2A","Children (0-14) in households where all adults are in employment (working) (%)","2015","2015",59.5,,
"CYP","Cyprus","CWB2A","Children (0-14) in households where all adults are in employment (working) (%)","2016","2016",61.8,,
"CYP","Cyprus","CWB2A","Children (0-14) in households where all adults are in employment (working) (%)","2017","2017",62.7,,
"CYP","Cyprus","CWB2A","Children (0-14) in households where all adults are in employment (working) (%)","2018","2018",64.7,,
"CYP","Cyprus","CWB2B","Children (0-14) in households where at least one adult is in employment and one adult is not in employment (working) (%)","2014","2014",31.6,,
"CYP","Cyprus","CWB2B","Children (0-14) in households where at least one adult is in employment and one adult is not in employment (working) (%)","2015","2015",31.2,,
"CYP","Cyprus","CWB2B","Children (0-14) in households where at least one adult is in employment and one adult is not in employment (working) (%)","2016","2016",29.3,,
"CYP","Cyprus","CWB2B","Children (0-14) in households where at least one adult is in employment and one adult is not in employment (working) (%)","2017","2017",28.8,,
"CYP","Cyprus","CWB2B","Children (0-14) in households where at least one adult is in employment and one adult is not in employment (working) (%)","2018","2018",29,,
"CYP","Cyprus","CWB2C","Children (0-14) in households with all adults not in employment (jobless) (%)","2014","2014",9.6,,
"CYP","Cyprus","CWB2C","Children (0-14) in households with all adults not in employment (jobless) (%)","2015","2015",9.3,,
"CYP","Cyprus","CWB2C","Children (0-14) in households with all adults not in employment (jobless) (%)","2016","2016",9,,
"CYP","Cyprus","CWB2C","Children (0-14) in households with all adults not in employment (jobless) (%)","2017","2017",8.6,,
"CYP","Cyprus","CWB2C","Children (0-14) in households with all adults not in employment (jobless) (%)","2018","2018",6.3,,
"CYP","Cyprus","CWB9","Children (0-17) in overcrowded households (%)","2014","2014",5.3,,
"CYP","Cyprus","CWB9","Children (0-17) in overcrowded households (%)","2015","2015",3.3,,
"CYP","Cyprus","CWB9","Children (0-17) in overcrowded households (%)","2016","2016",4.3,,
"CYP","Cyprus","CWB9","Children (0-17) in overcrowded households (%)","2017","2017",3.4,,
"CYP","Cyprus","CWB22","Children (3-5 year-olds) enrolled in pre-primary education or primary school (%)","2014","2014",68.6,,
"CYP","Cyprus","CWB22","Children (3-5 year-olds) enrolled in pre-primary education or primary school (%)","2015","2015",80.8,,
"CYP","Cyprus","CWB22","Children (3-5 year-olds) enrolled in pre-primary education or primary school (%)","2016","2016",82.3,,
"CYP","Cyprus","CWB22","Children (3-5 year-olds) enrolled in pre-primary education or primary school (%)","2017","2017",86.1,,
"EST","Estonia","CWB1A","Children (0-17) living with two parents (%)","2014","2014",82.8,,
"EST","Estonia","CWB1A","Children (0-17) living with two parents (%)","2015","2015",83.9,,
"EST","Estonia","CWB1A","Children (0-17) living with two parents (%)","2016","2016",84,,
"EST","Estonia","CWB1A","Children (0-17) living with two parents (%)","2017","2017",83.8,,
"EST","Estonia","CWB1A","Children (0-17) living with two parents (%)","2018","2018",84.7,,
"EST","Estonia","CWB1B","Children (0-17) living with a single parent (%)","2014","2014",16.2,,
"EST","Estonia","CWB1B","Children (0-17) living with a single parent (%)","2015","2015",15.2,,
"EST","Estonia","CWB1B","Children (0-17) living with a single parent (%)","2016","2016",15.5,,
"EST","Estonia","CWB1B","Children (0-17) living with a single parent (%)","2017","2017",15.5,,
"EST","Estonia","CWB1B","Children (0-17) living with a single parent (%)","2018","2018",14.6,,
"EST","Estonia","CWB1C","Children (0-17) living in 'other' types of household (%)","2014","2014",1,,
"EST","Estonia","CWB1C","Children (0-17) living in 'other' types of household (%)","2015","2015",0.9,,
"EST","Estonia","CWB1C","Children (0-17) living in 'other' types of household (%)","2016","2016",0.5,,
"EST","Estonia","CWB1C","Children (0-17) living in 'other' types of household (%)","2017","2017",0.7,,
"EST","Estonia","CWB1C","Children (0-17) living in 'other' types of household (%)","2018","2018",0.8,,
"EST","Estonia","CWB2A","Children (0-14) in households where all adults are in employment (working) (%)","2014","2014",54.9,,
"EST","Estonia","CWB2A","Children (0-14) in households where all adults are in employment (working) (%)","2015","2015",58.2,,
"EST","Estonia","CWB2A","Children (0-14) in households where all adults are in employment (working) (%)","2016","2016",58.6,,
"EST","Estonia","CWB2A","Children (0-14) in households where all adults are in employment (working) (%)","2017","2017",63.9,,
"EST","Estonia","CWB2A","Children (0-14) in households where all adults are in employment (working) (%)","2018","2018",65.2,,
"EST","Estonia","CWB2B","Children (0-14) in households where at least one adult is in employment and one adult is not in employment (working) (%)","2014","2014",37.3,,
"EST","Estonia","CWB2B","Children (0-14) in households where at least one adult is in employment and one adult is not in employment (working) (%)","2015","2015",34.5,,
"EST","Estonia","CWB2B","Children (0-14) in households where at least one adult is in employment and one adult is not in employment (working) (%)","2016","2016",34.5,,
"EST","Estonia","CWB2B","Children (0-14) in households where at least one adult is in employment and one adult is not in employment (working) (%)","2017","2017",30.2,,
"EST","Estonia","CWB2B","Children (0-14) in households where at least one adult is in employment and one adult is not in employment (working) (%)","2018","2018",28.3,,
"EST","Estonia","CWB2C","Children (0-14) in households with all adults not in employment (jobless) (%)","2014","2014",7.8,,
"EST","Estonia","CWB2C","Children (0-14) in households with all adults not in employment (jobless) (%)","2015","2015",7.3,,
"EST","Estonia","CWB2C","Children (0-14) in households with all adults not in employment (jobless) (%)","2016","2016",6.8,,
"EST","Estonia","CWB2C","Children (0-14) in households with all adults not in employment (jobless) (%)","2017","2017",6,,
"EST","Estonia","CWB2C","Children (0-14) in households with all adults not in employment (jobless) (%)","2018","2018",6.4,,
"EST","Estonia","CWB8A","Adolescents (15-year-olds) who report talking to their parents before or after school (%)","2015","2015",95.4,,
"EST","Estonia","CWB9","Children (0-17) in overcrowded households (%)","2014","2014",24.4,,
"EST","Estonia","CWB9","Children (0-17) in overcrowded households (%)","2015","2015",22.8,,
"EST","Estonia","CWB9","Children (0-17) in overcrowded households (%)","2016","2016",22.4,,
"EST","Estonia","CWB9","Children (0-17) in overcrowded households (%)","2017","2017",21.3,,
"EST","Estonia","CWB16","Adolescents (15-year-olds) skipping either breakfast or dinner (%)","2015","2015",21.6,,
"EST","Estonia","CWB17A","Adolescents (15-year-olds) who report doing no physical activity outside of school (%)","2015","2015",5.4,,
"EST","Estonia","CWB17B","Adolescents (15-year-olds) who report regularly engaging in vigorous physical activity outside of school (%)","2015","2015",55.7,,
"EST","Estonia","CWB22","Children (3-5 year-olds) enrolled in pre-primary education or primary school (%)","2014","2014",89.6,,
"EST","Estonia","CWB22","Children (3-5 year-olds) enrolled in pre-primary education or primary school (%)","2015","2015",89.9,,
"EST","Estonia","CWB22","Children (3-5 year-olds) enrolled in pre-primary education or primary school (%)","2016","2016",90.7,,
"EST","Estonia","CWB22","Children (3-5 year-olds) enrolled in pre-primary education or primary school (%)","2017","2017",91.1,,
"EST","Estonia","CWB27","Adolescents (15-year-olds) with parents interested in and supportive of their education (%)","2015","2015",86.8,,
"EST","Estonia","CWB29","Adolescents (15-year-olds) who want top grades at school (%)","2015","2015",92,,
"EST","Estonia","CWB31","Adolescents (15-year-olds) who expect to complete a university degree (%)","2015","2015",42.8,,
"EST","Estonia","CWB32","Adolescents (15-year-olds) who feel like they belong in school (%)","2015","2015",78,,
"EST","Estonia","CWB35A","Reading performance at age 15 (PISA)","2015","2015",519.1,,
"EST","Estonia","CWB35B","Mathematics performance at age 15 (PISA)","2015","2015",519.5,,
"EST","Estonia","CWB40","Adolescents (15-year-olds) who are high or extreme internet users (%)","2015","2015",67.8,,
"EST","Estonia","CWB40","Adolescents (15-year-olds) who are high or extreme internet users (%)","2018","2018",72.4,,
"EST","Estonia","CWB42","Adolescents (15-year-olds) who do unpaid work in the home, before or after school (%) ","2015","2015",75,,
"EST","Estonia","CWB44A","Adolescents (15-year-olds) reporting high life satisfaction (%)","2015","2015",36.9,,
"EST","Estonia","CWB44B","Adolescents (15-year-olds) reporting low life satisfaction (%)","2015","2015",9.3,,
"EST","Estonia","CWB50A","Length of paid maternity and parental leave available to mothers in weeks","2014","2014",166,,
"EST","Estonia","CWB50A","Length of paid maternity and parental leave available to mothers in weeks","2015","2015",166,,
"EST","Estonia","CWB50A","Length of paid maternity and parental leave available to mothers in weeks","2016","2016",166,,
"EST","Estonia","CWB50A","Length of paid maternity and parental leave available to mothers in weeks","2017","2017",166,,
"EST","Estonia","CWB50A","Length of paid maternity and parental leave available to mothers in weeks","2018","2018",166,,
"EST","Estonia","CWB50B","Length of paid paternity and parental leave reserved for fathers in weeks","2014","2014",2,,
"EST","Estonia","CWB50B","Length of paid paternity and parental leave reserved for fathers in weeks","2015","2015",2,,
"EST","Estonia","CWB50B","Length of paid paternity and parental leave reserved for fathers in weeks","2016","2016",2,,
"EST","Estonia","CWB50B","Length of paid paternity and parental leave reserved for fathers in weeks","2017","2017",2,,
"EST","Estonia","CWB50B","Length of paid paternity and parental leave reserved for fathers in weeks","2018","2018",2,,
"IDN","Indonesia","CWB32","Adolescents (15-year-olds) who feel like they belong in school (%)","2015","2015",92.3,,
"IDN","Indonesia","CWB35A","Reading performance at age 15 (PISA)","2015","2015",397.3,,
"IDN","Indonesia","CWB35B","Mathematics performance at age 15 (PISA)","2015","2015",386.1,,
"ISR","Israel","CWB2A","Children (0-14) in households where all adults are in employment (working) (%)","2014","2014",40.5,,
"ISR","Israel","CWB2A","Children (0-14) in households where all adults are in employment (working) (%)","2015","2015",41.5,,
"ISR","Israel","CWB2A","Children (0-14) in households where all adults are in employment (working) (%)","2016","2016",42,,
"ISR","Israel","CWB2A","Children (0-14) in households where all adults are in employment (working) (%)","2017","2017",42.7,,
"ISR","Israel","CWB2B","Children (0-14) in households where at least one adult is in employment and one adult is not in employment (working) (%)","2014","2014",51.3,,
"ISR","Israel","CWB2B","Children (0-14) in households where at least one adult is in employment and one adult is not in employment (working) (%)","2015","2015",50.9,,
"ISR","Israel","CWB2B","Children (0-14) in households where at least one adult is in employment and one adult is not in employment (working) (%)","2016","2016",51.2,,
"ISR","Israel","CWB2B","Children (0-14) in households where at least one adult is in employment and one adult is not in employment (working) (%)","2017","2017",50.6,,
"ISR","Israel","CWB2C","Children (0-14) in households with all adults not in employment (jobless) (%)","2014","2014",8.2,,
"ISR","Israel","CWB2C","Children (0-14) in households with all adults not in employment (jobless) (%)","2015","2015",7.6,,
"ISR","Israel","CWB2C","Children (0-14) in households with all adults not in employment (jobless) (%)","2016","2016",6.8,,
"ISR","Israel","CWB2C","Children (0-14) in households with all adults not in employment (jobless) (%)","2017","2017",6.7,,
"ISR","Israel","CWB8A","Adolescents (15-year-olds) who report talking to their parents before or after school (%)","2015","2015",95.5,,
"ISR","Israel","CWB16","Adolescents (15-year-olds) skipping either breakfast or dinner (%)","2015","2015",31.2,,
"ISR","Israel","CWB17A","Adolescents (15-year-olds) who report doing no physical activity outside of school (%)","2015","2015",11.8,,
"ISR","Israel","CWB17B","Adolescents (15-year-olds) who report regularly engaging in vigorous physical activity outside of school (%)","2015","2015",49.9,,
"ISR","Israel","CWB22","Children (3-5 year-olds) enrolled in pre-primary education or primary school (%)","2014","2014",97.8,,
"ISR","Israel","CWB22","Children (3-5 year-olds) enrolled in pre-primary education or primary school (%)","2015","2015",99.2,,
"ISR","Israel","CWB22","Children (3-5 year-olds) enrolled in pre-primary education or primary school (%)","2016","2016",99.3,,
"ISR","Israel","CWB22","Children (3-5 year-olds) enrolled in pre-primary education or primary school (%)","2017","2017",99.4,,
"ISR","Israel","CWB29","Adolescents (15-year-olds) who want top grades at school (%)","2015","2015",96,,
"ISR","Israel","CWB31","Adolescents (15-year-olds) who expect to complete a university degree (%)","2015","2015",57,,
"ISR","Israel","CWB35A","Reading performance at age 15 (PISA)","2015","2015",479,,
"ISR","Israel","CWB35B","Mathematics performance at age 15 (PISA)","2015","2015",469.7,,
"ISR","Israel","CWB40","Adolescents (15-year-olds) who are high or extreme internet users (%)","2015","2015",51.3,,
"ISR","Israel","CWB40","Adolescents (15-year-olds) who are high or extreme internet users (%)","2018","2018",64.4,,
"ISR","Israel","CWB42","Adolescents (15-year-olds) who do unpaid work in the home, before or after school (%) ","2015","2015",78.1,,
"ISR","Israel","CWB50A","Length of paid maternity and parental leave available to mothers in weeks","2014","2014",14,,
"ISR","Israel","CWB50A","Length of paid maternity and parental leave available to mothers in weeks","2015","2015",14,,
"ISR","Israel","CWB50A","Length of paid maternity and parental leave available to mothers in weeks","2016","2016",14,,
"ISR","Israel","CWB50A","Length of paid maternity and parental leave available to mothers in weeks","2017","2017",15,,
"ISR","Israel","CWB50A","Length of paid maternity and parental leave available to mothers in weeks","2018","2018",15,,
"ISR","Israel","CWB50B","Length of paid paternity and parental leave reserved for fathers in weeks","2014","2014",0,,
"ISR","Israel","CWB50B","Length of paid paternity and parental leave reserved for fathers in weeks","2015","2015",0,,
"ISR","Israel","CWB50B","Length of paid paternity and parental leave reserved for fathers in weeks","2016","2016",0,,
"ISR","Israel","CWB50B","Length of paid paternity and parental leave reserved for fathers in weeks","2017","2017",0,,
"ISR","Israel","CWB50B","Length of paid paternity and parental leave reserved for fathers in weeks","2018","2018",0,,
"LVA","Latvia","CWB1A","Children (0-17) living with two parents (%)","2014","2014",67.8,,
"LVA","Latvia","CWB1A","Children (0-17) living with two parents (%)","2015","2015",70.5,,
"LVA","Latvia","CWB1A","Children (0-17) living with two parents (%)","2016","2016",68.5,,
"LVA","Latvia","CWB1A","Children (0-17) living with two parents (%)","2017","2017",69.5,,
"LVA","Latvia","CWB1A","Children (0-17) living with two parents (%)","2018","2018",70.5,,
"LVA","Latvia","CWB1B","Children (0-17) living with a single parent (%)","2014","2014",30.6,,
"LVA","Latvia","CWB1B","Children (0-17) living with a single parent (%)","2015","2015",27.9,,
"LVA","Latvia","CWB1B","Children (0-17) living with a single parent (%)","2016","2016",29.4,,
"LVA","Latvia","CWB1B","Children (0-17) living with a single parent (%)","2017","2017",27.6,,
"LVA","Latvia","CWB1B","Children (0-17) living with a single parent (%)","2018","2018",27.8,,
"LVA","Latvia","CWB1C","Children (0-17) living in 'other' types of household (%)","2014","2014",1.6,,
"LVA","Latvia","CWB1C","Children (0-17) living in 'other' types of household (%)","2015","2015",1.7,,
"LVA","Latvia","CWB1C","Children (0-17) living in 'other' types of household (%)","2016","2016",2,,
"LVA","Latvia","CWB1C","Children (0-17) living in 'other' types of household (%)","2017","2017",2.9,,
"LVA","Latvia","CWB1C","Children (0-17) living in 'other' types of household (%)","2018","2018",1.6,,
"LVA","Latvia","CWB2A","Children (0-14) in households where all adults are in employment (working) (%)","2014","2014",53.2,,
"LVA","Latvia","CWB2A","Children (0-14) in households where all adults are in employment (working) (%)","2015","2015",57.5,,
"LVA","Latvia","CWB2A","Children (0-14) in households where all adults are in employment (working) (%)","2016","2016",58.4,,
"LVA","Latvia","CWB2A","Children (0-14) in households where all adults are in employment (working) (%)","2017","2017",59.4,,
"LVA","Latvia","CWB2A","Children (0-14) in households where all adults are in employment (working) (%)","2018","2018",61.5,,
"LVA","Latvia","CWB2B","Children (0-14) in households where at least one adult is in employment and one adult is not in employment (working) (%)","2014","2014",38.6,,
"LVA","Latvia","CWB2B","Children (0-14) in households where at least one adult is in employment and one adult is not in employment (working) (%)","2015","2015",35.6,,
"LVA","Latvia","CWB2B","Children (0-14) in households where at least one adult is in employment and one adult is not in employment (working) (%)","2016","2016",34,,
"LVA","Latvia","CWB2B","Children (0-14) in households where at least one adult is in employment and one adult is not in employment (working) (%)","2017","2017",32.9,,
"LVA","Latvia","CWB2B","Children (0-14) in households where at least one adult is in employment and one adult is not in employment (working) (%)","2018","2018",30,,
"LVA","Latvia","CWB2C","Children (0-14) in households with all adults not in employment (jobless) (%)","2014","2014",8.2,,
"LVA","Latvia","CWB2C","Children (0-14) in households with all adults not in employment (jobless) (%)","2015","2015",6.9,,
"LVA","Latvia","CWB2C","Children (0-14) in households with all adults not in employment (jobless) (%)","2016","2016",7.6,,
"LVA","Latvia","CWB2C","Children (0-14) in households with all adults not in employment (jobless) (%)","2017","2017",7.7,,
"LVA","Latvia","CWB2C","Children (0-14) in households with all adults not in employment (jobless) (%)","2018","2018",8.5,,
"LVA","Latvia","CWB8A","Adolescents (15-year-olds) who report talking to their parents before or after school (%)","2015","2015",96.6,,
"LVA","Latvia","CWB9","Children (0-17) in overcrowded households (%)","2014","2014",54.5,,
"LVA","Latvia","CWB9","Children (0-17) in overcrowded households (%)","2015","2015",57.1,,
"LVA","Latvia","CWB9","Children (0-17) in overcrowded households (%)","2016","2016",60,,
"LVA","Latvia","CWB9","Children (0-17) in overcrowded households (%)","2017","2017",59.1,,
"LVA","Latvia","CWB16","Adolescents (15-year-olds) skipping either breakfast or dinner (%)","2015","2015",21.7,,
"LVA","Latvia","CWB17A","Adolescents (15-year-olds) who report doing no physical activity outside of school (%)","2015","2015",3.9,,
"LVA","Latvia","CWB17B","Adolescents (15-year-olds) who report regularly engaging in vigorous physical activity outside of school (%)","2015","2015",57.6,,
"LVA","Latvia","CWB22","Children (3-5 year-olds) enrolled in pre-primary education or primary school (%)","2014","2014",91,,
"LVA","Latvia","CWB22","Children (3-5 year-olds) enrolled in pre-primary education or primary school (%)","2015","2015",91.6,,
"LVA","Latvia","CWB22","Children (3-5 year-olds) enrolled in pre-primary education or primary school (%)","2016","2016",92.6,,
"LVA","Latvia","CWB22","Children (3-5 year-olds) enrolled in pre-primary education or primary school (%)","2017","2017",93.3,,
"LVA","Latvia","CWB27","Adolescents (15-year-olds) with parents interested in and supportive of their education (%)","2015","2015",86.9,,
"LVA","Latvia","CWB29","Adolescents (15-year-olds) who want top grades at school (%)","2015","2015",88.5,,
"LVA","Latvia","CWB31","Adolescents (15-year-olds) who expect to complete a university degree (%)","2015","2015",24.7,,
"LVA","Latvia","CWB32","Adolescents (15-year-olds) who feel like they belong in school (%)","2015","2015",78.6,,
"LVA","Latvia","CWB35A","Reading performance at age 15 (PISA)","2015","2015",487.8,,
"LVA","Latvia","CWB35B","Mathematics performance at age 15 (PISA)","2015","2015",482.3,,
"LVA","Latvia","CWB40","Adolescents (15-year-olds) who are high or extreme internet users (%)","2015","2015",61.5,,
"LVA","Latvia","CWB40","Adolescents (15-year-olds) who are high or extreme internet users (%)","2018","2018",73.1,,
"LVA","Latvia","CWB42","Adolescents (15-year-olds) who do unpaid work in the home, before or after school (%) ","2015","2015",83.5,,
"LVA","Latvia","CWB44A","Adolescents (15-year-olds) reporting high life satisfaction (%)","2015","2015",31.5,,
"LVA","Latvia","CWB44B","Adolescents (15-year-olds) reporting low life satisfaction (%)","2015","2015",8.9,,
"LVA","Latvia","CWB50A","Length of paid maternity and parental leave available to mothers in weeks","2014","2014",94,,
"LVA","Latvia","CWB50A","Length of paid maternity and parental leave available to mothers in weeks","2015","2015",94,,
"LVA","Latvia","CWB50A","Length of paid maternity and parental leave available to mothers in weeks","2016","2016",94,,
"LVA","Latvia","CWB50A","Length of paid maternity and parental leave available to mothers in weeks","2017","2017",94,,
"LVA","Latvia","CWB50A","Length of paid maternity and parental leave available to mothers in weeks","2018","2018",94,,
"LVA","Latvia","CWB50B","Length of paid paternity and parental leave reserved for fathers in weeks","2014","2014",1.4,,
"LVA","Latvia","CWB50B","Length of paid paternity and parental leave reserved for fathers in weeks","2015","2015",1.4,,
